order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount
O02299,2025-03-20,C0494,P0633,,Online,1,13.12,0.05,12.46
O02300,2024-06-29,C0283,P1114,S001,In-Store,2,175.02,0.2,280.03
O02301,2024-09-03,C0399,P0523,S036,In-Store,1,228.06,0.2,182.45
O02302,2024-08-04,C0181,P0764,,Online,3,241.25,0.2,579.0
O02303,2023-10-16,C0059,P0295,,Online,1,33.48,0.0,33.48
O02304,2024-02-23,C0710,P0438,,Online,1,270.3,0.0,270.3
O02305,2024-06-24,C0636,P0105,,Online,1,49.07,0.1,44.16
O02306,2024-12-28,C0441,P0203,S013,In-Store,1,259.84,0.0,259.84
O02307,2025-02-19,C0152,P1118,S044,In-Store,3,179.99,0.05,512.97
O02308,2023-05-31,C0155,P0071,,Online,1,171.21,0.1,154.09
O02309,2024-03-25,C0242,P0800,S026,In-Store,2,100.39,0.05,190.74
O02310,2025-01-19,C0369,P0402,S034,In-Store,20,19.94,0.0,398.8
O02311,2024-04-16,C0476,P0974,S001,In-Store,3,92.62,0.0,277.86
O02312,2024-09-28,C0249,P0279,S051,In-Store,1,62.1,0.0,62.1
O02313,2023-12-23,C0472,P0442,S005,In-Store,1,206.69,0.05,196.36
O02314,2023-10-03,C0035,P0924,,Online,3,59.5,0.0,178.5
O02315,2024-10-10,C0553,P0779,S047,In-Store,2,113.02,0.2,180.83
O02316,2024-05-31,C0670,P0798,S011,In-Store,1,97.75,0.0,97.75
O02317,2025-02-16,C0259,P0647,S045,In-Store,1,139.35,0.1,125.41
O02318,2024-02-26,C0476,P0229,S007,In-Store,2,206.09,0.05,391.57
O02319,2024-11-15,C0070,P0970,S029,In-Store,2,144.34,0.1,259.81
O02320,2025-02-20,C0416,P0110,S009,In-Store,1,280.19,0.05,266.18
O02321,2024-06-04,C0300,P0269,,Online,1,299.19,0.05,284.23
O02322,2024-01-23,C0406,P0031,,Online,2,340.18,0.05,646.34
O02323,2024-09-23,C0601,P0552,S009,In-Store,1,167.38,0.0,167.38
O02324,2024-12-01,C0312,P0913,S030,In-Store,1,211.23,0.05,200.67
O02325,2024-02-14,C0023,P0426,S026,In-Store,1,289.27,0.1,260.34
O02326,2023-06-27,C0230,P0267,S005,In-Store,2,349.07,0.2,558.51
O02327,2025-03-14,C0307,P1141,,Online,2,83.18,0.05,158.04
O02328,2023-05-21,C0353,P0735,S022,In-Store,1,196.86,0.0,196.86
O02329,2024-06-16,C0134,P0216,,Online,3,328.08,0.0,984.24
O02330,2025-03-18,C0549,P1190,S005,In-Store,2,305.51,0.05,580.47
O02331,2025-02-13,C0553,P0828,S044,In-Store,3,33.22,0.1,89.69
O02332,2024-10-31,C0548,P0847,,Online,1,292.23,0.2,233.78
O02333,2024-05-03,C0526,P0862,,Online,1,105.88,0.2,84.7
O02334,2024-11-13,C0060,P0019,S017,In-Store,1,175.44,0.1,157.9
O02335,2023-08-27,C0024,P1046,S028,In-Store,1,206.49,0.0,206.49
O02336,2024-10-02,C0112,P1171,,Online,1,230.62,0.1,207.56
O02337,2024-01-07,C0580,P0267,,Online,2,349.07,0.1,628.33
O02338,2024-12-15,C0413,P1169,S048,In-Store,2,50.9,0.05,96.71
O02339,2024-09-26,C0747,P0261,S050,In-Store,2,128.2,0.1,230.76
O02340,2023-04-22,C0285,P1106,,Online,2,88.1,0.2,140.96
O02341,2023-04-28,C0040,P1032,,Online,4,146.59,0.05,557.04
O02342,2024-05-02,C0540,P0840,S027,In-Store,1,61.12,0.05,58.06
O02343,2023-06-26,C0009,P0344,,Online,1,196.16,0.05,186.35
O02344,2023-09-12,C0744,P1006,S047,In-Store,2,262.46,0.05,498.67
O02345,2023-09-03,C0367,P0673,,Online,1,17.35,0.05,16.48
O02346,2023-12-24,C0002,P0124,,Online,3,76.7,0.2,184.08
O02347,2023-11-14,C0298,P0825,S037,In-Store,1,138.88,0.0,138.88
O02348,2023-04-13,C0003,P1057,S049,In-Store,1,176.53,0.0,176.53
O02349,2023-07-15,C0121,P0831,S001,In-Store,1,183.87,0.0,183.87
O02350,2024-10-15,C0771,P0311,S008,In-Store,2,248.9,0.2,398.24
O02351,2024-08-12,C0467,P1191,S017,In-Store,1,199.61,0.2,159.69
O02352,2023-11-16,C0632,P0091,S034,In-Store,1,27.29,0.1,24.56
O02353,2023-10-20,C0084,P1121,S016,In-Store,3,7.73,0.2,18.55
O02354,2024-07-07,C0051,P0047,S052,In-Store,1,141.0,0.1,126.9
O02355,2023-12-19,C0255,P0889,,Online,2,13.19,0.0,26.38
O02356,2024-02-13,C0250,P0912,,Online,2,134.46,0.0,268.92
O02357,2025-01-10,C0087,P0651,,Online,1,315.36,0.1,283.82
O02358,2024-07-30,C0337,P1026,,Online,2,42.13,0.1,75.83
O02359,2024-11-08,C0018,P0387,S051,In-Store,1,19.5,0.0,19.5
O02360,2023-07-06,C0208,P0663,S017,In-Store,2,164.71,0.2,263.54
O02361,2023-11-01,C0457,P0658,S036,In-Store,1,136.72,0.1,123.05
O02362,2023-09-18,C0720,P0559,S027,In-Store,2,286.97,0.2,459.15
O02363,2025-01-28,C0054,P0195,,Online,3,151.18,0.05,430.86
O02364,2024-06-05,C0659,P0032,S045,In-Store,2,175.11,0.0,350.22
O02365,2023-06-06,C0155,P0282,S032,In-Store,2,147.51,0.2,236.02
O02366,2023-12-28,C0785,P0591,,In-Store,1,236.24,0.2,188.99
O02367,2023-12-21,C0543,P0709,S004,In-Store,1,210.81,0.2,168.65
O02368,2024-03-27,C0332,P0278,S050,In-Store,3,267.49,0.1,722.22
O02369,2024-03-16,C0197,P0842,,In-Store,1,161.17,0.05,153.11
O02370,2024-11-24,C0465,P0035,,Online,1,270.68,0.0,270.68
O02371,2024-02-25,C0096,P1146,S035,In-Store,2,250.84,0.1,451.51
O02372,2023-06-14,C0118,P0857,,In-Store,1,17.94,0.05,17.04
O02373,2023-06-26,C0335,P0708,S018,In-Store,1,157.48,0.2,125.98
O02374,2024-03-26,C0032,P0124,S011,In-Store,1,76.7,0.05,72.86
O02375,2023-07-19,C0436,P0836,,Online,1,60.54,0.0,60.54
O02376,2023-06-22,C0248,P1069,,Online,1,76.9,0.0,76.9
O02377,2024-09-08,C0740,P0359,,Online,2,86.22,0.05,163.82
O02378,2023-09-04,C0642,P0874,,Online,2,119.65,0.0,239.3
O02379,2025-03-01,C0670,P0541,S045,In-Store,2,102.78,0.1,185.0
O02380,2024-12-23,C0753,P0879,S020,In-Store,1,168.21,0.05,159.8
O02381,2023-06-25,C0790,P0529,S046,In-Store,1,135.66,0.0,135.66
O02382,2023-10-18,C0312,P0363,S028,In-Store,2,382.32,0.2,611.71
O02383,2023-05-10,C0649,P0614,S001,In-Store,3,332.16,0.0,996.48
O02384,2023-09-15,C0340,P0484,,Online,2,130.78,0.2,209.25
O02385,2024-03-26,C0640,P0419,S019,In-Store,1,209.55,0.2,167.64
O02386,2024-01-05,C0265,P0481,,In-Store,1,134.56,0.0,134.56
O02387,2023-07-17,C0419,P1095,,Online,1,96.11,0.1,86.5
O02388,2024-07-09,C0767,P0258,S042,In-Store,2,52.4,0.05,99.56
O02389,2023-04-26,C0003,P1043,S026,In-Store,2,321.82,0.2,514.91
O02390,2024-03-23,C0715,P0819,S054,In-Store,2,85.93,0.05,163.27
O02391,2025-02-20,C0078,P0905,S026,In-Store,1,138.07,0.2,110.46
O02392,2024-03-31,C0276,P0600,S053,In-Store,3,221.76,0.0,665.28
O02393,2024-02-23,C0592,P0123,S023,In-Store,1,159.16,0.0,159.16
O02394,2023-06-27,C0111,P1045,S036,In-Store,2,35.73,0.2,57.17
O02395,2024-06-15,C0149,P0257,,Online,1,145.59,0.1,131.03
O02396,2023-11-19,C0314,P0109,S026,In-Store,1,241.11,0.2,192.89
O02397,2023-05-15,C0113,P0308,,Online,2,53.99,0.2,86.38
O02398,2024-06-02,C0619,P0729,,Online,2,183.66,0.1,330.59
O02399,2025-03-22,C0176,P0035,S042,In-Store,2,270.68,0.1,487.22
O02400,2024-10-27,C0658,P0180,S006,In-Store,2,331.2,0.2,529.92
O02401,2023-06-04,C0559,P1127,,Online,1,119.95,0.05,113.95
O02402,2024-07-31,C0002,P0878,,Online,4,340.01,0.05,1292.04
O02403,2024-10-31,C0600,P0588,S055,In-Store,3,165.38,0.05,471.33
O02404,2025-02-16,C0540,P1058,,Online,2,219.39,0.2,351.02
O02405,2024-10-22,C0414,P0829,,Online,2,244.31,0.0,488.62
O02406,2024-12-27,C0100,P0206,S011,In-Store,3,44.72,0.0,134.16
O02407,2023-07-19,C0379,P0636,,Online,2,168.98,0.1,304.16
O02408,2024-04-14,C0743,P0381,,Online,2,169.3,0.0,338.6
O02409,2023-05-20,C0411,P0104,S047,In-Store,10,237.61,0.2,1900.9
O02410,2024-02-07,C0245,P1017,,Online,1,212.78,0.2,170.22
O02411,2023-10-22,C0059,P0414,,Online,1,162.49,0.05,154.37
O02412,2024-12-30,C0457,P1127,S039,In-Store,2,119.95,0.0,239.9
O02413,2024-01-23,C0282,P0066,,In-Store,1,224.19,0.1,201.77
O02414,2023-07-21,C0486,P0239,,Online,3,322.42,0.2,773.81
O02415,2024-01-14,C0603,P0955,S035,In-Store,2,222.1,0.2,355.36
O02416,2024-10-15,C0767,P0214,S048,In-Store,1,262.36,0.2,209.89
O02417,2024-03-24,C0159,P0726,S039,In-Store,1,268.98,0.0,268.98
O02418,2024-12-17,C0264,P0201,,In-Store,1,63.7,0.2,50.96
O02419,2024-08-23,C0336,P0746,S040,In-Store,2,28.27,0.0,56.54
O02420,2025-02-24,C0448,P0697,,Online,2,210.41,0.05,399.78
O02421,2023-06-21,C0023,P0967,S035,In-Store,2,177.85,0.2,284.56
O02422,2023-08-21,C0003,P0965,,Online,1,264.41,0.2,211.53
O02423,2023-04-12,C0057,P0464,S017,In-Store,2,30.5,0.2,48.8
O02424,2024-11-12,C0028,P1131,S007,In-Store,1,64.36,0.2,51.49
O02425,2024-12-16,C0158,P0265,S043,In-Store,2,145.45,0.2,232.72
O02426,2024-03-01,C0502,P0247,S031,In-Store,2,170.48,0.1,306.86
O02427,2024-12-11,C0041,P0916,S035,In-Store,2,117.56,0.0,235.12
O02428,2024-04-29,C0007,P0372,S035,In-Store,2,206.16,0.0,412.32
O02429,2024-05-18,C0733,P1124,,In-Store,2,67.07,0.2,107.31
O02430,2024-05-08,C0512,P0064,,Online,3,17.33,0.1,46.79
O02431,2023-12-29,C0300,P0397,S008,In-Store,1,29.62,0.05,28.14
O02432,2023-06-14,C0190,P0332,S007,In-Store,2,159.7,0.2,255.52
O02433,2023-08-15,C0135,P0787,S048,In-Store,1,220.2,0.2,176.16
O02434,2024-02-18,C0466,P0531,S030,In-Store,1,223.17,0.0,223.17
O02435,2023-05-15,C0453,P0730,,Online,2,179.11,0.0,358.22
O02436,2025-03-20,C0373,P0290,,Online,3,209.97,0.0,629.91
O02437,2025-01-15,C0416,P0610,S024,In-Store,10,254.51,0.0,2545.1
O02438,2024-10-01,C0009,P0445,,Online,1,35.94,0.0,35.94
O02439,2023-12-04,C0664,P1070,S057,In-Store,1,20.86,0.05,19.82
O02440,2024-11-03,C0216,P0230,S055,In-Store,1,73.43,0.05,69.76
O02441,2023-05-05,C0295,P1109,S032,In-Store,2,200.18,0.0,400.36
O02442,2024-10-02,C0010,P0617,S047,In-Store,1,43.85,0.2,35.08
O02443,2024-04-24,C0076,P0031,S014,In-Store,3,340.18,0.0,1020.54
O02444,2023-05-02,C0377,P0145,S046,In-Store,1,193.44,0.1,174.1
O02445,2024-10-03,C0731,P1126,S044,In-Store,2,29.09,0.1,52.36
O02446,2023-10-02,C0600,P0501,,Online,1,310.14,0.1,279.13
O02447,2023-10-09,C0563,P0185,,Online,2,189.67,0.1,341.41
O02448,2023-11-23,C0121,P0565,S026,In-Store,2,129.36,0.1,232.85
O02449,2024-07-07,C0159,P1004,S051,In-Store,2,232.49,0.2,371.98
O02450,2024-08-19,C0125,P0655,S035,In-Store,1,25.85,0.1,23.27
O02451,2024-01-23,C0783,P0227,,Online,2,252.06,0.0,504.12
O02452,2025-03-30,C0504,P0674,S008,In-Store,1,170.59,0.05,162.06
O02453,2024-07-08,C0783,P1152,S006,In-Store,1,271.06,0.1,243.95
O02454,2024-02-19,C0158,P0770,S040,In-Store,3,221.83,0.0,665.49
O02455,2023-10-13,C0612,P0945,,Online,2,83.93,0.2,134.29
O02456,2024-09-19,C0302,P0599,S047,In-Store,2,131.38,0.1,236.48
O02457,2023-10-21,C0432,P0947,S002,In-Store,1,101.12,0.1,91.01
O02458,2024-09-27,C0104,P0055,S003,In-Store,2,214.63,0.2,343.41
O02459,2024-04-19,C0393,P0539,S030,In-Store,2,140.12,0.05,266.23
O02460,2024-06-04,C0740,P0125,,Online,1,44.79,0.2,35.83
O02461,2023-04-17,C0233,P1085,,Online,2,42.67,0.05,81.07
O02462,2023-11-07,C0303,P0149,S032,In-Store,1,29.42,0.1,26.48
O02463,2025-03-30,C0687,P0370,S010,In-Store,3,106.39,0.05,303.21
O02464,2024-04-28,C0789,P0807,S025,In-Store,1,135.25,0.05,128.49
O02465,2025-03-24,C0190,P1136,S019,In-Store,1,40.91,0.0,40.91
O02466,2024-04-16,C0438,P0513,,Online,2,27.18,0.2,43.49
O02467,2024-07-10,C0386,P0423,,Online,2,148.79,0.0,297.58
O02468,2024-10-22,C0723,P0422,S013,In-Store,1,221.49,0.2,177.19
O02469,2024-05-20,C0708,P0283,S008,In-Store,1,303.48,0.05,288.31
O02470,2023-10-06,C0441,P1032,S038,In-Store,4,146.59,0.0,586.36
O02471,2023-05-18,C0687,P0061,S033,In-Store,1,147.64,0.2,118.11
O02472,2024-02-09,C0239,P0361,,Online,2,214.0,0.1,385.2
O02473,2025-03-01,C0796,P0481,,Online,1,134.56,0.1,121.1
O02474,2024-05-28,C0703,P1074,S038,In-Store,1,330.13,0.05,313.62
O02475,2023-05-23,C0591,P0856,S057,In-Store,1,72.18,0.1,64.96
O02476,2023-12-21,C0460,P0878,S049,In-Store,1,340.01,0.0,340.01
O02477,2025-01-30,C0698,P0658,S003,In-Store,1,136.72,0.2,109.38
O02478,2024-04-19,C0474,P1023,S022,In-Store,1,16.77,0.1,15.09
O02479,2023-05-19,C0078,P0199,S001,In-Store,2,115.92,0.05,220.25
O02480,2025-02-11,C0539,P0531,,Online,1,223.17,0.05,212.01
O02481,2024-08-04,C0412,P0266,S013,In-Store,1,273.92,0.05,260.22
O02482,2023-12-24,C0180,P0359,,In-Store,2,86.22,0.2,137.95
O02483,2024-09-06,C0779,P0153,S053,In-Store,1,56.67,0.1,51.0
O02484,2024-01-24,C0501,P0872,S031,In-Store,1,72.76,0.0,72.76
O02485,2024-12-29,C0058,P0603,,Online,2,31.8,0.1,57.24
O02486,2023-12-02,C0274,P1131,S035,In-Store,2,64.36,0.05,122.28
O02487,2024-07-31,C0179,P0212,S037,In-Store,1,313.84,0.0,313.84
O02488,2024-05-25,C0183,P0383,,Online,1,108.18,0.05,102.77
O02489,2023-11-10,C0582,P1125,,Online,1,90.35,0.1,81.31
O02490,2023-10-31,C0407,P0550,S004,In-Store,1,142.36,0.0,142.36
O02491,2024-11-02,C0025,P0146,S056,In-Store,1,297.56,0.0,297.56
O02492,2025-01-22,C0082,P0819,S028,In-Store,1,85.93,0.0,85.93
O02493,2023-04-29,C0701,P0022,S018,In-Store,2,124.36,0.05,236.28
O02494,2024-07-08,C0423,P0939,,Online,3,201.44,0.1,543.89
O02495,2025-02-18,C0229,P0231,S028,In-Store,1,103.03,0.05,97.88
O02496,2023-05-04,C0596,P0908,S015,In-Store,2,210.56,0.0,421.12
O02497,2024-06-23,C0576,P0066,S048,In-Store,1,224.19,0.1,201.77
O02498,2023-12-05,C0160,P0716,S039,In-Store,2,380.68,0.1,685.22
O02499,2024-09-23,C0618,P0448,,In-Store,1,117.04,0.05,111.19
O02500,2025-02-02,C0161,P1010,,Online,2,228.83,0.0,457.66
O02501,2024-06-06,C0586,P0241,S014,In-Store,1,195.47,0.1,175.92
O02502,2023-06-29,C0305,P1153,S003,In-Store,3,152.8,0.05,435.48
O02503,2023-12-30,C0735,P0859,S041,In-Store,1,335.31,0.1,301.78
O02504,2023-12-14,C0464,P0340,S019,In-Store,2,68.28,0.1,122.9
O02505,2024-03-22,C0602,P1001,,Online,1,125.39,0.1,112.85
O02506,2024-02-07,C0740,P0001,S034,In-Store,1,13.26,0.2,10.61
O02507,2024-07-29,C0002,P0857,S023,In-Store,1,17.94,0.2,14.35
O02508,2025-03-06,C0022,P0347,,Online,1,63.73,0.0,63.73
O02509,2023-10-29,C0105,P1157,S054,In-Store,1,35.5,0.05,33.73
O02510,2024-08-13,C0169,P0381,S057,In-Store,1,169.3,0.1,152.37
O02511,2023-05-12,C0306,P0487,S017,In-Store,2,134.85,0.1,242.73
O02512,2024-12-08,C0035,P1197,,Online,2,252.57,0.05,479.88
O02513,2023-08-08,C0197,P0506,,Online,2,76.44,0.0,152.88
O02514,2023-11-24,C0250,P0732,,Online,2,186.46,0.05,354.27
O02515,2023-08-14,C0667,P0678,S003,In-Store,1,109.85,0.0,109.85
O02516,2023-11-22,C0746,P0463,S018,In-Store,2,192.98,0.1,347.36
O02517,2023-12-06,C0699,P0068,,Online,1,111.71,0.2,89.37
O02518,2023-10-10,C0567,P1147,,Online,2,262.37,0.05,498.5
O02519,2024-08-14,C0773,P0502,,Online,2,256.28,0.05,486.93
O02520,2025-03-07,C0252,P0807,,In-Store,1,135.25,0.2,108.2
O02521,2024-11-08,C0550,P0054,S047,In-Store,2,315.6,0.05,599.64
O02522,2024-02-04,C0373,P0551,S005,In-Store,1,170.18,0.05,161.67
O02523,2025-04-03,C0058,P0909,S048,In-Store,1,224.22,0.2,179.38
O02524,2023-10-03,C0626,P0274,S007,In-Store,3,285.95,0.05,814.96
O02525,2024-10-13,C0508,P0822,,Online,1,79.83,0.2,63.86
O02526,2024-01-04,C0602,P0761,,Online,1,240.31,0.0,240.31
O02527,2024-04-25,C0393,P0373,S055,In-Store,2,124.26,0.1,223.67
O02528,2023-12-10,C0579,P0416,S021,In-Store,2,166.68,0.0,333.36
O02529,2023-10-04,C0185,P0810,S044,In-Store,1,235.44,0.05,223.67
O02530,2025-02-20,C0381,P0475,S008,In-Store,3,213.94,0.2,513.46
O02531,2023-12-26,C0280,P0969,S042,In-Store,2,171.98,0.2,275.17
O02532,2025-01-29,C0105,P0290,S056,In-Store,1,209.97,0.2,167.98
O02533,2024-11-26,C0784,P0468,,Online,1,146.22,0.05,138.91
O02534,2024-08-01,C0545,P0550,S008,In-Store,1,142.36,0.1,128.12
O02535,2023-06-01,C0170,P0216,,Online,2,328.08,0.05,623.35
O02536,2023-05-11,C0363,P0020,S017,In-Store,1,165.62,0.05,157.34
O02537,2024-04-30,C0142,P0205,S006,In-Store,4,14.31,0.1,51.52
O02538,2024-10-24,C0050,P1059,S031,In-Store,2,121.32,0.2,194.11
O02539,2025-02-05,C0267,P0954,S008,In-Store,2,213.86,0.1,384.95
O02540,2023-07-26,C0257,P0268,,Online,3,128.63,0.0,385.89
O02541,2024-05-22,C0241,P0520,S043,In-Store,4,288.31,0.1,1037.92
O02542,2024-08-02,C0552,P0224,S047,In-Store,2,11.66,0.0,23.32
O02543,2024-04-29,C0555,P0989,S027,In-Store,2,220.95,0.2,353.52
O02544,2023-08-01,C0588,P0406,S056,In-Store,2,76.46,0.05,145.27
O02545,2023-12-08,C0603,P0595,S027,In-Store,1,277.06,0.1,249.35
O02546,2025-03-26,C0632,P0117,,Online,1,197.56,0.2,158.05
O02547,2024-11-14,C0681,P0593,S017,In-Store,1,71.58,0.0,71.58
O02548,2024-08-21,C0341,P1031,S022,In-Store,1,119.03,0.05,113.08
O02549,2024-10-19,C0554,P0351,S020,In-Store,1,170.33,0.2,136.26
O02550,2024-11-04,C0489,P0276,S011,In-Store,1,112.54,0.0,112.54
O02551,2023-10-04,C0272,P0814,S042,In-Store,1,222.65,0.05,211.52
O02552,2024-06-20,C0221,P0653,S005,In-Store,2,62.89,0.2,100.62
O02553,2025-02-16,C0162,P0353,,Online,10,157.81,0.1,1420.3
O02554,2024-11-04,C0108,P1092,,Online,2,48.28,0.2,77.25
O02555,2024-03-23,C0307,P0915,,Online,1,287.43,0.2,229.94
O02556,2025-03-19,C0778,P0515,S041,In-Store,5,29.47,0.0,147.35
O02557,2024-09-08,C0173,P0332,,Online,3,159.7,0.1,431.19
O02558,2023-07-04,C0583,P1174,,Online,1,95.11,0.0,95.11
O02559,2024-05-23,C0620,P0855,S053,In-Store,2,147.61,0.2,236.18
O02560,2024-10-18,C0419,P0816,,Online,1,235.03,0.1,211.53
O02561,2024-11-02,C0053,P1189,S012,In-Store,1,252.18,0.05,239.57
O02562,2024-01-15,C0291,P0080,,Online,1,117.89,0.05,112.0
O02563,2024-08-26,C0051,P0172,S015,In-Store,2,89.42,0.1,160.96
O02564,2023-08-12,C0551,P0363,,Online,1,382.32,0.1,344.09
O02565,2024-07-12,C0095,P0177,S014,In-Store,2,128.6,0.2,205.76
O02566,2023-10-06,C0711,P0095,S001,In-Store,2,145.13,0.05,275.75
O02567,2023-09-01,C0674,P0076,S017,In-Store,3,114.03,0.2,273.67
O02568,2024-01-15,C0701,P0856,S003,In-Store,1,72.18,0.2,57.74
O02569,2023-06-26,C0132,P0800,,Online,2,100.39,0.1,180.7
O02570,2024-06-20,C0586,P0666,,Online,2,78.53,0.05,149.21
O02571,2024-11-05,C0433,P0184,S027,In-Store,1,207.61,0.05,197.23
O02572,2023-06-25,C0689,P0227,,Online,1,252.06,0.05,239.46
O02573,2023-11-07,C0117,P0025,S050,In-Store,3,83.7,0.1,225.99
O02574,2023-06-22,C0095,P0891,,Online,2,183.58,0.05,348.8
O02575,2024-03-13,C0398,P0714,,Online,2,219.22,0.1,394.6
O02576,2025-01-29,C0766,P0402,S029,In-Store,1,19.94,0.2,15.95
O02577,2025-01-03,C0397,P1071,S017,In-Store,1,145.95,0.2,116.76
O02578,2025-03-04,C0770,P0064,S044,In-Store,1,17.33,0.05,16.46
O02579,2025-01-02,C0618,P0598,,Online,1,169.19,0.0,169.19
O02580,2024-02-06,C0438,P0142,S054,In-Store,1,132.42,0.1,119.18
O02581,2024-09-28,C0563,P0903,,Online,1,221.79,0.0,221.79
O02582,2024-05-21,C0506,P1156,,Online,1,31.98,0.1,28.78
O02583,2023-09-14,C0042,P0345,,Online,1,270.31,0.05,256.79
O02584,2023-06-22,C0273,P0547,,Online,2,235.33,0.2,376.53
O02585,2024-01-24,C0275,P0707,S021,In-Store,2,185.84,0.05,353.1
O02586,2024-06-09,C0398,P1172,,Online,1,354.52,0.0,354.52
O02587,2023-06-17,C0300,P1097,S014,In-Store,1,165.33,0.2,132.26
O02588,2024-07-17,C0140,P0856,S002,In-Store,1,72.18,0.1,64.96
O02589,2025-01-06,C0177,P0405,S046,In-Store,1,226.02,0.1,203.42
O02590,2023-04-20,C0012,P0006,S014,In-Store,2,233.12,0.1,419.62
O02591,2023-09-29,C0320,P0986,S017,In-Store,2,250.43,0.05,475.82
O02592,2024-03-05,C0743,P0570,,Online,1,245.4,0.0,245.4
O02593,2023-08-08,C0033,P1191,S030,In-Store,1,199.61,0.0,199.61
O02594,2023-09-19,C0437,P0102,S054,In-Store,2,221.14,0.2,353.82
O02595,2024-02-11,C0300,P0454,S058,In-Store,1,57.81,0.1,52.03
O02596,2025-03-05,C0468,P0104,S024,In-Store,1,237.61,0.0,237.61
O02597,2023-04-25,C0462,P0719,S016,In-Store,3,330.88,0.2,794.11
O02598,2024-08-14,C0134,P0794,S025,In-Store,2,278.03,0.0,556.06
O02599,2024-04-03,C0304,P0178,S052,In-Store,2,129.07,0.0,258.14
O02600,2023-09-01,C0152,P0927,S044,In-Store,1,33.5,0.05,31.82
O02601,2024-05-15,C0112,P0022,S019,In-Store,2,124.36,0.1,223.85
O02602,2024-08-31,C0465,P1151,S018,In-Store,3,258.14,0.05,735.7
O02603,2023-11-01,C0770,P0877,,Online,1,238.06,0.0,238.06
O02604,2024-06-26,C0253,P0909,,Online,3,224.22,0.2,538.13
O02605,2024-12-27,C0251,P0432,,Online,3,95.18,0.2,228.43
O02606,2023-11-26,C0681,P0432,,Online,3,95.18,0.2,228.43
O02607,2024-04-10,C0698,P0246,S008,In-Store,2,40.0,0.05,76.0
O02608,2025-03-02,C0430,P0840,S030,In-Store,2,61.12,0.1,110.02
O02609,2023-09-10,C0629,P0033,S028,In-Store,3,288.63,0.2,692.71
O02610,2025-02-23,C0514,P0674,S051,In-Store,2,170.59,0.0,341.18
O02611,2023-05-05,C0769,P0420,S013,In-Store,1,291.86,0.1,262.67
O02612,2023-10-02,C0173,P1054,S055,In-Store,1,193.12,0.2,154.5
O02613,2023-07-16,C0024,P0644,S040,In-Store,2,177.67,0.1,319.81
O02614,2025-01-28,C0686,P0619,S008,In-Store,1,181.23,0.0,181.23
O02615,2024-07-29,C0060,P0537,S035,In-Store,1,101.98,0.2,81.58
O02616,2024-12-14,C0783,P0159,S025,In-Store,3,223.52,0.2,536.45
O02617,2024-06-17,C0400,P0421,,Online,1,322.09,0.0,322.09
O02618,2023-09-01,C0411,P0333,S043,In-Store,3,18.57,0.0,55.71
O02619,2023-11-19,C0594,P1190,,Online,3,305.51,0.0,916.53
O02620,2025-02-07,C0580,P1098,S031,In-Store,1,91.83,0.0,91.83
O02621,2024-05-05,C0428,P0661,S049,In-Store,2,104.14,0.05,197.87
O02622,2023-08-29,C0238,P0949,,Online,2,65.96,0.0,131.92
O02623,2024-09-17,C0315,P0537,,Online,3,101.98,0.1,275.35
O02624,2024-07-16,C0211,P0510,S042,In-Store,2,156.58,0.05,297.5
O02625,2023-08-01,C0089,P0486,S019,In-Store,1,92.81,0.0,92.81
O02626,2024-06-01,C0367,P1158,S026,In-Store,2,275.48,0.2,440.77
O02627,2024-12-16,C0389,P0367,,Online,1,201.12,0.1,181.01
O02628,2024-10-26,C0449,P0388,,Online,2,300.86,0.1,541.55
O02629,2023-06-02,C0543,P0332,S017,In-Store,1,159.7,0.05,151.71
O02630,2024-07-18,C0524,P0569,S015,In-Store,3,18.44,0.0,55.32
O02631,2024-05-03,C0596,P0154,S034,In-Store,3,179.52,0.0,538.56
O02632,2024-05-04,C0514,P0011,S024,In-Store,1,144.13,0.1,129.72
O02633,2024-01-22,C0694,P0233,S041,In-Store,1,82.28,0.0,82.28
O02634,2023-10-04,C0666,P0517,S037,In-Store,1,203.43,0.05,193.26
O02635,2023-07-21,C0669,P1046,,Online,2,206.49,0.0,412.98
O02636,2024-03-26,C0459,P0094,,Online,2,105.62,0.0,211.24
O02637,2023-06-05,C0159,P0844,S002,In-Store,3,106.04,0.2,254.5
O02638,2024-07-13,C0208,P0063,S034,In-Store,2,243.6,0.0,487.2
O02639,2025-02-26,C0067,P0930,,Online,2,201.43,0.05,382.72
O02640,2024-01-19,C0615,P0849,S041,In-Store,2,111.61,0.1,200.9
O02641,2024-11-02,C0539,P0668,S001,In-Store,1,153.87,0.0,153.87
O02642,2025-02-11,C0528,P1039,S021,In-Store,1,171.77,0.05,163.18
O02643,2023-10-28,C0478,P0564,,Online,3,331.22,0.2,794.93
O02644,2024-03-14,C0433,P0093,S046,In-Store,1,243.56,0.2,194.85
O02645,2024-08-09,C0175,P0967,S008,In-Store,2,177.85,0.0,355.7
O02646,2024-05-19,C0543,P0273,S015,In-Store,1,125.14,0.0,125.14
O02647,2024-12-30,C0650,P0358,S026,In-Store,1,224.02,0.05,212.82
O02648,2025-03-18,C0270,P0574,,Online,1,224.11,0.1,201.7
O02649,2024-08-15,C0390,P0376,S021,In-Store,2,79.72,0.2,127.55
