product_id,product_name,category,brand,cost_price,unit_price,margin_pct
P0047,BrandB Son,Electronics,BrandA,86.75,141.0,38.48
P0255,BrandC Exactly,Electronics,BrandC,17.85,21.15,15.6
P0644,BrandD Nearly,Electronics,BrandA,104.75,177.67,41.04
P0510,BrandB Structure,Personal Care,BrandA,142.22,156.58,9.17
P0528,BrandB Evening,Home & Kitchen,BrandA,65.43,102.08,35.9
P0093,BrandB Present,Apparel,BrandD,140.32,243.56,42.39
P0770,BrandB Piece,Electronics,BrandC,110.98,221.83,49.97
P0111,BrandA First,Electronics,BrandC,108.89,184.61,41.02
P0740,BrandA Office,Personal Care,BrandC,110.35,149.47,26.17
P0851,BrandC Away,Personal Care,BrandD,37.63,70.32,46.49
P0657,BrandD Although,Home & Kitchen,BrandD,15.54,29.04,46.49
P0998,BrandB Stuff,Personal Care,BrandD,13.87,19.62,29.31
P0684,BrandA Hear,Home & Kitchen,BrandC,161.31,222.84,27.61
P0498,BrandD South,Personal Care,BrandD,19.73,35.81,44.9
P1016,BrandA Watch,Electronics,BrandC,186.81,321.0,41.8
P0188,BrandA Strong,Apparel,BrandB,172.73,302.59,42.92
